,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
5391,9L1nZeueZ54bUoaDHKjryLi5SSQcpnE2WUN3CsW6mzPd,0.006,4.15,0.291,-4.144,-0.999
639,Buioe5v3DyFwD9nquW5XdYeVYbSABCyg79eUHEvtvfaW,0.0,9.0,0.291,-9.0,-1.0
12894,FdHyWQ8dPMu9nLjejPKsv2KJwki2J1CbdyyBeXN5EAtn,137.283,153.0,0.291,-15.717,-0.103
2742,ETHDSRr3e2TJARmLd8Rrt3Ff8gGCin4snCrBnhyELjHK,0.005,4.26,0.289,-4.255,-0.999
11853,8LR9DoV5sBGJRDomaiHzGXCzA4BUguyCVJytu3Hetb7T,0.01,0.22,0.289,-0.21,-0.955
4953,Bsu8QVk4nFmSQ6wtCTrFL3ZsBLX8HPFvxdhzdoefuYzc,288.711,289.0,0.289,-0.289,-0.001
1199,3Qauv179unF6Lj5nierv8UzijeYSV5r2eedE7uH5t5zu,0.0,0.38,0.288,-0.38,-1.0
9390,HTnhpgMoEDcSXDWG6gy1S7baypeoC7yiGK6Wo8nX4EDa,0.003,-0.08,0.288,0.083,inf
11754,A4zWQGNczRjVqWVKNzsi14beVerfyZe3nBGbJwsguwiV,0.017,0.3,0.288,-0.283,-0.943
7800,F1G1Yb2jhT1hULYuNM9QMuNNA6vHZ2Wg4LhFGWsJmr78,6.034,96.0,0.288,-89.966,-0.937
5242,HGAFdundf5voDqeh9g7d6Q9mgMf8eEg898QMRBqwPZ6C,0.054,100.0,0.287,-99.946,-0.999
10319,9LY5hm7QA9NqRUy8UrG1nr2fDvPFkEBU5UnNdc9tTBK5,0.001,0.28,0.287,-0.279,-0.996
1845,Cm5J9oEvHAGuihGDk9NVGSHvaXFA6fP8fkqufB1SQsWB,2.153,3.0,0.287,-0.847,-0.282
2618,5PoGf9f1h8SRoD1C4Qp2m3fJPHxJnVdPjS2sZoRJ5Pzv,0.001,0.18,0.286,-0.179,-0.994
3900,8Euwpsc1azECyrYtVRX5WEX9T8n6Az7edm7QwKWYExiF,0.002,0.11,0.286,-0.108,-0.982
9626,GTdrbgqgoDtWiYxXnVv5HHVmTSsxtY2c56891bZYKkUT,0.001,0.25,0.285,-0.249,-0.996
5568,9W8Yg4m3sZdftPxmdoccuQetkc785sNY54WwAZYJ21rC,6.999,12.0,0.285,-5.001,-0.417
11993,pepe76nNbDuPFvjCKpQUNHzYRiMkjWABNAfrqmNiKUp,93.684,89.29,0.283,4.394,0.049
6682,4mJ5vpM9wWxR5RJXvMjfgiFN8xb7B5RV4MEV4g7TuhwF,0.007,0.24,0.282,-0.233,-0.971
11873,AaBBfmZzaq9AB7YwwWo8Vqa1WrRXRX9iviWvpNokHyCp,0.01,0.28,0.282,-0.27,-0.964
6042,43METfy7oQqeQ9fn2iXZq9wKio1BJahuVTd2fFp5zS3g,0.005,0.36,0.282,-0.355,-0.986
2247,9G5N86z6cum79mR3rCMJN3sJ3g78HZBkUsTrrfvKgLgs,0.005,27.26,0.282,-27.255,-1.0
8438,6mT3FqaUbhUZiz4WK7E91LxTi25r2WZeSp6sgVzaoNiK,0.009,23.25,0.281,-23.241,-1.0
14160,3RuUh4bwMchLKSWqxK5LW6zR4sYNqRWubKEpovWRYBz2,0.001,-4.4,0.281,4.401,inf
9986,Gj6nA2uFGUmwiRhKiv97irQqsU9uew6ZGZLF45aQuy7w,0.006,0.29,0.28,-0.284,-0.979
6480,5rim27tCY3xhK3Wep1iHaYg2nVTYrBhF9mSGAr8csGaw,288.72,289.0,0.28,-0.28,-0.001
4559,3MUEqAGTRLfTjczyJQCn9NWP1qhgjGCb1mNy6xoJKKV7,0.0,0.21,0.28,-0.21,-1.0
13096,Ga973BKgtdfu5PTbCgfXTNT2VrFyBtgYmpHtaMp7HFh3,0.009,3.96,0.279,-3.951,-0.998
231,8JoCb15aLvVqzqCAh9jr3oGKJivbmtBxETepfY69QKb4,39.692,40.0,0.279,-0.308,-0.008
10299,6TKWuviPSgD5uZPFEW4mK2SNXwdyLySH6tbjDbaN4A9,0.002,4.36,0.279,-4.358,-1.0
7533,4em7MEG9Z9gHMmTrYQwu1TTwPjH3S277Eu36fTpsaZJo,39.691,40.0,0.279,-0.309,-0.008
3842,Atum5sbAc6baphGWdNvxPPd5LXEUqqHKgeNyXWUj3NMz,0.009,0.22,0.278,-0.211,-0.959
4182,XV9czecw8BMo9uLmkwgQC3JLVvyEma4UPfxUwspvTLb,13.719,14.0,0.278,-0.281,-0.02
1167,H5U4R1y1AgHznsieT3AvphWjjRKXJfqdfaisoqkwVt6H,0.004,3.6,0.278,-3.596,-0.999
6598,ET9YCqKdZ6rN8Ng8mKwEMPEewFutyjD6NJ7a3tu4Twwg,0.006,0.3,0.277,-0.294,-0.98
5324,E8Ujmxno9KfNpCaqkE4aTcRUq1T9qziqUoykKkda2FLp,0.197,0.49,0.277,-0.293,-0.598
8252,CNu3FzBJNsEMDS7esVJDWnZp6p3Xd35VThvXbZwZwBE5,0.004,0.98,0.276,-0.976,-0.996
13597,HwkFn5EX64i2SebxJmSo9g3o1pQXwM36cQzYpfTsoT95,275.724,276.0,0.276,-0.276,-0.001
6278,B11F2FjBv4MmTo6KgFcuTmpXSuzf3aT3PR8gFY2wzKCq,0.0,0.69,0.276,-0.69,-1.0
1194,CEbGTNX6WpaoKp4RBGSn9LzYM6yAYyeiMrgVYgJxA4zb,0.0,85.76,0.276,-85.76,-1.0
847,7cvBXeKkGv1YvyP2QQD1EaWHaNQYupjqHhjaJCfu4teM,0.004,0.32,0.275,-0.316,-0.988
12530,CN5GpNFnAmfZj9vVMVsnHsHqmy2VuigiGpmZ7FuSBUs5,0.004,-0.79,0.274,0.794,inf
5294,4as2C7w9H3orosS3BkeCqejf7YpBhBGp2DiecaeMJver,0.01,-0.82,0.274,0.83,inf
2930,CbwbQ35SwjCcTzLRbtfyt8yRMMb2BUGRG5BQ1pWDJPoS,0.004,0.15,0.274,-0.146,-0.973
3351,63pPaiVE4ugZbDXGztf5EWMsTwcAFthax9Z2WRqHK4iy,0.006,2.2,0.274,-2.194,-0.997
11983,8Rkpu9pFs1BVRmoZcFAx9gWYou6TgqW4EysqxVK9uPNi,0.007,-1.53,0.273,1.537,inf
7284,89Wbgtj3vn3A1NUmH2cFXN95jTW2WKyJfRPu4xLpgStz,304.727,305.0,0.273,-0.273,-0.001
2369,ADeFLrJZ41ALPT67PsegszW7vWM2yEUwdMAo9zR3Bume,0.01,2.36,0.273,-2.35,-0.996
6767,GwqLKrHMM5cekG4fzspfnjNncXTnuAFM11Hh3imsuj6k,184.716,202.0,0.272,-17.284,-0.086
13519,BNarcrWP1K2kc8mqdTF8w6E5q9BGwY14McUYBorqfG26,0.003,0.28,0.272,-0.277,-0.989
4950,BXeMEJRKTjvNN2MCr2WCWXp27PCkuXiiajw2E7Y2TU9,0.006,0.28,0.272,-0.274,-0.979
10407,9d7ixk9XCdumGXVP5fEQKJPDx15SS2uz5gvJA7HxaQsx,0.001,0.3,0.271,-0.299,-0.997
6499,5tdjMFgpetnJT8Htwo4CocMqEXRneQ9obCoZM92gyDBq,0.001,1.6,0.27,-1.599,-0.999
12632,psYwVtniCAnPiNuEiWjAKApvuEZoqhVwh7dJ6emvuLC,0.0,0.27,0.27,-0.27,-1.0
3328,HGmc97nB7ztf3tt5MiNqXz7XoykwxyMhEbLWnHtjMGZC,0.006,0.88,0.27,-0.874,-0.993
307,HowCtDrR2uvCwHpdXr5Uzaykyh3221CkwAjABu2mse8F,0.0,0.27,0.27,-0.27,-1.0
1384,DW9Zsv55TewG4yqc2FEuJB14jR1yyktAL7gkkWVbojgN,0.0,0.27,0.27,-0.27,-1.0
337,GFAUbZitZu78sLhWdPb3SaVT4mUzUxtJwwQVb32tQrVt,29.7,30.0,0.269,-0.3,-0.01
9766,Eqr1KWU2owmTwgJkXLNeCyTPNeGkfvgYFs5tpLeoXy6H,29.7,30.0,0.269,-0.3,-0.01
9614,6YgwPRqr4fjPRYJQvqoyHXUf8jMwHwaJz1u7enioBXS6,0.002,0.72,0.268,-0.718,-0.997
2343,9RnpLTETFEnkfL9wYswsEs3DTS71fbLHc77oDhyMzZXN,0.009,0.33,0.268,-0.321,-0.973
2179,7hwqFrGDxr96oRt8Hu6ghNV1AaduYJLajMiHrEGJEjU1,0.008,0.21,0.268,-0.202,-0.962
8322,BsJL5svbKSR8k8jk8F78KbMga5xE8yvSNhtvdVMoyuVo,0.009,3.96,0.267,-3.951,-0.998
5167,CEsYVnGmE2Q8LoaYQ8K6nrRFxaiRiHq3s421LtNVmQnT,0.005,3.43,0.267,-3.425,-0.999
3508,Ac3uYnm2znR3VbgLityjzauw3EtmXLHkeBj1P8ebfFDM,0.008,-0.06,0.267,0.068,inf
10121,AsQLPtn4QAbX1ipxaP8jhTkSPfWxGgqnRLV6sNPGV5pf,0.009,0.19,0.266,-0.181,-0.953
1815,D546CUFVkcfr8V39fPTHVbXGAYYEPYe2AH1LoHcWoDm3,0.007,0.31,0.266,-0.303,-0.977
4847,3hmL2jZ9okKxYy9gaeLtcpFn1yiW8A5aBuC3fqYs2Ety,0.0,5.96,0.266,-5.96,-1.0
4071,A3E9T7xYkPeNiWKdvhNTYiD5j7k2Xecpe318eFqVro4m,0.0,133.0,0.266,-133.0,-1.0
9130,BGGcKze8YEjpEPzgrr9cuTJqXrYFxw61TE3PjFdk9SW9,0.001,-6.6,0.265,6.601,inf
9565,GccwkQPPEgn9M9xoKAhxgjbWJce4ztVSJxoFVCG8RSw4,0.001,0.28,0.264,-0.279,-0.996
4723,FBg1UcBhtm1mK7w6EZgJiuqgyxYYPU2349v22iDCX6r9,0.001,0.93,0.264,-0.929,-0.999
6100,CBis6pEoHb7CGDwJgVFQPW5uqqpHizisSLPrGjokMxv4,0.008,0.24,0.263,-0.232,-0.967
11847,3zrzhHPjnxeXdcvHn56yzaaZeyZcoM9wmDN88Y7UpD7P,0.008,38.88,0.262,-38.872,-1.0
10654,4GNP5zRUJaej2Nqi63D5A4oadyEmMEoYv9fUtvxqnfFq,0.008,0.27,0.262,-0.262,-0.97
10037,664m8NYGqH3MGzGXterFsLFaz73kdemk7y711L1u4wXv,0.007,0.47,0.262,-0.463,-0.985
8169,7kxGfCGfc7usrYYjPGSD9BdPHX1SSyMQaYPECKAhEhL6,0.009,0.4,0.262,-0.391,-0.978
6603,9rirQLJfG9QG7DPAYXKX2xgyLoTDiaZ87jciy9mEnUcg,46.439,52.0,0.261,-5.561,-0.107
13569,5pNvqJR4gu6dFoqsor51aJhe3kmbXm5yDUwDz38595br,0.003,3.0,0.261,-2.997,-0.999
4382,7Dm3syN4P2mbBLFKyHTrtnSWY4hadGXiKB9EekTdT68S,0.003,2.0,0.26,-1.997,-0.998
10258,6ZxnPL9Rix3CSAC7CnP2FBbhNEiHVc4pBPEgZTvuy3od,0.004,0.26,0.26,-0.256,-0.985
12354,EzSmLXumuGff9qVuj9HPKm1Vx6t4ijG4h8PNhZHkzryV,0.007,0.74,0.26,-0.733,-0.991
6114,CAnKYkrXAApAtkdkw25dsHG2VVZQt1HCpisaNPujC3uC,0.0,0.26,0.26,-0.26,-1.0
12954,zGgyvZqA4zYCpX1DM46X7wX5AqmjiVZFnrpJCUGdSsC,159.741,160.0,0.26,-0.259,-0.002
2738,3X82wpXBAM9dS7axtf91ZE54mAAEMnjvgSwgWk5GdyUS,0.01,0.31,0.259,-0.3,-0.968
3467,9gJ5fsf2MkrpseDevM2M9kN1k6YnR8FwU8mZXRy4D8gp,2.182,3.0,0.259,-0.818,-0.273
8344,EV21gv8jEvXtmGDoGRNm5LJEvTBccLMZyVDCLsp54jP3,0.0,18.0,0.259,-18.0,-1.0
3215,GzyLeNqKFJhTTSHZVtUSPdQMCNSPfoQjMBWsRokhgxu7,0.008,5.04,0.258,-5.032,-0.998
663,DosqfczTq4iMiEydwCxYaMUU9YvPX8Tk8mXsnWFSVoyo,0.003,0.22,0.258,-0.217,-0.986
2144,foxYKJ4UYG9HdxV6cXN2nBHBwFkebmmNtpNPz4A5Cic,0.01,-1.04,0.258,1.05,inf
11651,5G2MGyyJNjgAVysumv6hcR8inVeznUt9p5hBkSxH5x2Z,0.006,-0.27,0.258,0.276,inf
4011,4AfwdqjUGP55hdDSzMDix5PneE1VrK48N1V612rEjRYF,0.003,0.26,0.257,-0.257,-0.988
10666,6ug1J8iSSC6kDPuHhbeczSxgxSMmQFGEAHtCv3pS34M5,0.005,0.23,0.256,-0.225,-0.978
5725,49SEzRM3irKTnUAstkNkE431ryPpEbizsztb1KBHSLkM,0.002,5.58,0.256,-5.578,-1.0
2466,HNp5umbpk4R26F7ayZWY3eRyNQjQXFtA1r8x8JDdSwdc,0.007,3.48,0.256,-3.473,-0.998
3696,5WgHQKxt8E8peJuMjpmMP2BbP3b8mWhe4ChaHxzKBvPZ,0.002,0.31,0.256,-0.308,-0.994
13382,4BQ8GZioxqrGtNcNVTatEM6L9rzM4vwTog8nN4NFsfye,0.001,0.12,0.256,-0.119,-0.992
13523,6rP6w72FHqtgNWR3H2oq1dGu389WicqM1V5SewAbqkuM,0.0,-0.08,0.255,0.08,inf
14257,5Kzj1h1B4WdNu5HM8dGoJrtpXvGqtC2qEKazZxErDzki,58.687,30.0,0.255,28.687,0.956
8918,6J2HsQcHBp5xcy2tNxEzrzhrWgS221b1pueJgeMnh2qN,0.001,0.27,0.254,-0.269,-0.996
12382,HDav6L8zrS9pi1Pc5XtRgA2YoYUbhwiVi16THA85U2M2,0.003,1.81,0.253,-1.807,-0.998
12409,2cuYfRcZT4CtJmY6KJev5iqtvFD86VGRTmEztTBVND8S,0.009,13.22,0.253,-13.211,-0.999
11493,EUJBgWMpWEqvzmqegBdoUZXTYvXy71Kmpf19uvrWxG3c,0.007,-2.07,0.252,2.077,inf
8598,32GfcSmDHExFEgudZvmPEJPBqaLA9ba4dNV3K8gnpP83,0.009,3.44,0.252,-3.431,-0.997
11040,9N35eN8n81fewzJhVoTeyTwDsqZ2UH5T7DG1DepTxEXr,0.008,0.26,0.252,-0.252,-0.969
2164,H3Kgd3bZBSbdmc2WdRuJB4ENsSuj95cQZLKmHgYaJ6Nn,0.008,0.26,0.252,-0.252,-0.969
2556,6xMkac8utsZoLQDLDmvEuXXsxYe5iRnXchYuCzbfVyyB,1.093,1.71,0.251,-0.617,-0.361
10220,fzdLVtZaKDBAYzQjmTUTCxtUZKkKwqqvGGq4ELYrDRj,0.009,0.26,0.251,-0.251,-0.965
4095,PybGkD927DoyoSZeV9f1exrCBoVap3ryxzqz4tQNNBv,0.001,0.3,0.251,-0.299,-0.997
5916,2DyhWsE6vtt2caac2WyHTgAgB9wgrvJ11MxoUiM9HaUG,19.682,20.0,0.25,-0.318,-0.016
10699,CqoWMw7CQsomq1XMe2QwNMRQGg63HHjxb7Ck26xmMRr5,199.75,200.0,0.25,-0.25,-0.001
787,F2v1ynaZL9e49pCp1EbK1BzHqcx46rwH6AsD5J29uRUJ,19.818,20.0,0.25,-0.182,-0.009
394,EnQiMznZ8qEDVyH48bJNp55DxuZMWdcXqRxyQnVm5qFv,19.752,20.0,0.25,-0.248,-0.012
1710,9BjYvRf5A9UK99LvPTHd5DRvxMn2FWYKb5fpDxYDL48S,19.75,20.0,0.25,-0.25,-0.012
12988,D64rDiWT3YG28fCgXCmbNjYa2JakZbpKQ1D2XuLChUfV,0.11,50.0,0.25,-49.89,-0.998
2186,CbovrksKPHxTk9fsv6eP6AkxyBqv4f98iTCVEjHddvSJ,19.75,20.0,0.25,-0.25,-0.012
8604,7N7KhsWAwKhufJdrHp62s8jUHzA95CgJYa2rPTN6DHm7,0.0,0.25,0.25,-0.25,-1.0
11377,DHbXaoHdUJnm5P4yntg4zepFYbdF2YLJhM2zHVSyhZW7,19.731,20.0,0.25,-0.269,-0.013
5626,2pcVNktE3dbyybTuEBSkdwWJS5sFcvYLMEKRQMwZy6eh,19.75,20.0,0.25,-0.25,-0.012
8633,Gq7fPzML38eX6tSedGqCMhmbw7WsaSEYoEZM3BucjZh8,0.0,50.0,0.25,-50.0,-1.0
8662,DuFsdLREjArbL6e73hWrpX5WXa9MEsBwkSC6QWJ2FxeN,19.767,20.0,0.25,-0.233,-0.012
12362,HoxGs2ckAG7NwieV78w2kRrG9Jg54RZKyUTRuQSu8u3k,19.702,20.0,0.25,-0.298,-0.015
7323,4t1rB4AHbG6Qe5NwrxbAyfT2R3E4t2hUnFTzdBY5xzRD,19.761,20.0,0.25,-0.239,-0.012
13336,HstaKBHNd6aAEcvEQXTUZckbgnG8WHkUwyRj232fXiVY,19.75,20.0,0.25,-0.25,-0.012
4059,3S97kmJCtH7xQsdt7jsSyncXZiDQ9W8D8Pe3eT98Xopo,19.672,20.0,0.25,-0.328,-0.016
8685,F7VWswEESRsMsTDyfMowxhqZD4hasNFvZJWYiQUwu5rS,0.004,0.62,0.25,-0.616,-0.994
3311,3vksavY8WtjeR782H7yxd3cjWWhXzHRrAyB3kwTiMkNu,19.75,20.0,0.25,-0.25,-0.012
9538,2KNEkmiSdvP33dQtxfa9jUuPeD31jHXqCC4mWiJAohmo,19.772,20.0,0.25,-0.228,-0.011
2601,13vt7NfoXM4QQXD5VWZh49jh5bRrqUyzrYJ66ZoJzgeH,0.006,0.15,0.25,-0.144,-0.96
12765,6Auz7aARPERW9zbV8428yFUWkA9DuitQYiWQzewueU3o,21.943,25.0,0.25,-3.057,-0.122
4554,EvyJwXTqP5N4qPKwDiDTCfjLYgLWz1qEREsarcsZdhYD,19.75,20.0,0.25,-0.25,-0.012
8768,7FL3AxJZcTiCG6Ux7CVc82Nqo4msgmQASGvjfMEgQddc,19.75,20.0,0.25,-0.25,-0.012
2234,G85GTorkDswyxv8uxgpP1tr6DbXktiXjjX14VA4L2VVu,19.75,20.0,0.25,-0.25,-0.012
10922,BGgG8fDigPMQc4ipTV8wVMfBo5fxKQMpaN4pNQ9iKsSh,19.75,20.0,0.25,-0.25,-0.012
12189,nWVa7bBkh4sMVCt1FrxhXjZrXAx1tPrXnRcokogjsog,19.75,20.0,0.25,-0.25,-0.012
5715,2VVrEB5uaKip6QKXrLvVi88F8prx37FtuX9NUHz3acsU,0.0,0.23,0.25,-0.23,-1.0
14561,3AkvQbPAHEzH3GUxq2AvXqjBUXhFCNRy37SVgrNHQ2Yr,19.765,20.0,0.25,-0.235,-0.012
2982,FF8rqfM9PTEjYiVFy8jS81weDRwdaYooux2uSa2LexrJ,0.016,100.0,0.25,-99.984,-1.0
14253,4YNWVEq2F3gR8XEbUQxJRqzi6i5KSfwf6mVMLPJrnpEd,19.75,20.0,0.25,-0.25,-0.012
1833,9V7DXwq3RnVnLqRmtWXQJZgU3nHyVMteXAvaVaW3g1b6,19.737,20.0,0.25,-0.263,-0.013
11618,3MNLFkJpKHrGi8HfjXHLAjjZmN69N28Nz79VwaXynJ8z,49.75,50.0,0.25,-0.25,-0.005
13496,5T4jHXRqVtbW652b2fPLSvwskATYsKFhZNEYgHjdgobp,19.75,20.0,0.25,-0.25,-0.012
8016,DakevNrDK5fAUGkLdrWHrsLZm8hEZBqkzUiwJouaDPPY,1.292,100.0,0.25,-98.708,-0.987
941,Cvy7sB2bw7YYALQ8myEgbQUnovFYAo1DNQhMcwi4S2hA,0.005,0.44,0.25,-0.435,-0.989
7823,5XaryzRdShE48K6xMLJop7ieQVC7gp55MLG5UJ5C6mHA,19.828,20.0,0.25,-0.172,-0.009
2724,AR9R84uece4UmwzjuQiMa6jeSQmXrFLyitU7nhqbjkWK,19.733,20.0,0.25,-0.267,-0.013
3805,56pz2oxLtxx5q3JgvusoQcQpkmBXySPzx4r18rRq7S6Y,19.795,20.0,0.25,-0.205,-0.01
12633,FS5xx53Bo65G21gJLta7LEEiS132VJM1kGpUzuqyfzoy,0.326,57.0,0.25,-56.674,-0.994
12734,B9ZQbckX1ZpbP5q95XXivztBevZEpN3FSRWkMvFNdQLo,19.762,20.0,0.25,-0.238,-0.012
7584,EQcLY2XjehTRBSv1J51Dwg7vu3Bz4EifAN6EAn4FosoS,19.728,20.0,0.25,-0.272,-0.014
7688,8zMavSSie9bvkRRbmdTiEfuR7nUyavRXa1YDfnAFab2C,19.769,20.0,0.25,-0.231,-0.012
12266,BAe9q4b1UwvQi5BHTmVh2GRguY3f9a5fbzXV2WiB93Ag,19.75,20.0,0.25,-0.25,-0.012
64,5rVfmFkh41kcBVfz6r77HK4SYxmHwfZSqUc7GpC8mEQ5,19.75,20.0,0.25,-0.25,-0.012
8038,5GJQ7v3rq2fgp7oMAw92CDSQ5ipC8YxZxgRAaUQrLdQG,19.742,20.0,0.25,-0.258,-0.013
6357,2istdmrHuq7fQYKHNMhfxpJAXg2GW72zZvXHbPNAZpVr,0.008,0.26,0.249,-0.252,-0.969
2035,ApXCowzQeJFrsYG5wAcnQzhCmhrSbShtojq2a985SUtQ,0.001,0.25,0.249,-0.249,-0.996
10631,8yU47VKn9uBQxPE11YbspLXDpLqDEJa9iAFdGnANPCmx,101.751,102.0,0.249,-0.249,-0.002
9691,3EpfRFCsjj98bKJvBf7FEVSQR5w29ZgXVwd6K6o3Gbif,0.005,4.86,0.249,-4.855,-0.999
7716,E8bJy47yFJ4hEsnNVMFvtHHgSbdYWv9nGKiAyfwgehAu,112.002,111.72,0.249,0.282,0.003
4965,9medCErUfcnKaiZMBCfwJRVgUL723pgWMLZtAPzgxaKu,125.727,121.0,0.248,4.727,0.039
14475,5jywSN4FWowGdaSMxzZgi8FFSdjY7pXf4D9oWB1voqgS,0.008,5.71,0.248,-5.702,-0.999
6393,EGA2Dzu8br3zc6jEskpGibuA4CYwbGxDWBtGN8gkDuKT,0.003,0.37,0.248,-0.367,-0.992
2749,EbiuxesUUFtdsJfQufpYP7srYRo1e4XQroythwHVVgWZ,309.752,310.0,0.248,-0.248,-0.001
10178,8L2dyrAGnMi4JnwXQAFSEQPi35BDTgDzXtX9NLHtsD4E,51.645,49.0,0.248,2.645,0.054
10278,5S86c2LQFV82rLrSwnhNNmuQNLtUj8sF3TYNcmPuHwag,0.007,0.28,0.248,-0.273,-0.975
7251,65iSS3yLDVeoP4ttvChzUcMvnNqo5q4Rqjtprb5fzKJi,0.008,0.39,0.248,-0.382,-0.979
7556,8Ren8p16by8oK3Rz9CKUBpvh1Z2L2nZABfB5PrZaFfxC,0.008,-35.4,0.247,35.408,inf
5319,F6wpqqx576XRuYo8y6XPLYphojrQtK4VvdY79Jk6My5N,3.862,17.0,0.247,-13.138,-0.773
13464,HLctWkASgdUBgcpX2DKjHCvHhvJECmjifgu73ojj8WFr,102.438,103.0,0.247,-0.562,-0.005
13175,E7zvWqXrD61wn3Eg8NuSEhzujG6uMumQqSEFV2vjtRoz,106.428,100.0,0.247,6.428,0.064
8008,HwaFfW2mrAu7j2mUiro97wxyzRKM8LccTf6dpbrgUZYC,0.008,-1.93,0.246,1.938,inf
12634,9pYnLHHWz6Me3Qp5emnup4bibvh2bFUhTDkxC8W5zFHK,0.004,0.25,0.246,-0.246,-0.984
6223,HSN9WRtZqfDFcTxc3wQH34AF53VShFD29XzUEQ9ScDvW,0.006,4.26,0.246,-4.254,-0.999
26,JABfWoDV2wW68XEDANXArYWM7zabdbp5NBVrvzZd3mML,28.903,30.0,0.246,-1.097,-0.037
5782,9xLkNia8XwrGVhRkuDqNSFMhc2tAppeuhRbm6jun1hnP,0.004,0.25,0.246,-0.246,-0.984
10691,GLB9MTe5PHfs3vK1XVXxSbH9xAnTdnU9kL5jUZcVsmd3,0.0,49.0,0.245,-49.0,-1.0
14344,B4BQQkhgbxnTrGLpa1apxdeEqwWkALdF5Ej9kRLptab4,19.836,20.0,0.245,-0.164,-0.008
12414,243SAnGxchCVB1LQAUF4SsozR86yDwEdg2QQpbWGsMYe,0.059,19.6,0.245,-19.541,-0.997
7924,9WoXgsHByBW41nJtgCBoLS1ZP2GredkysgyZeNRWx13u,0.0,49.0,0.245,-49.0,-1.0
7444,5iDEi2k68b7Wx6LE7MHduxS6tRpNH4yXQYKeK4oHcdBv,0.004,8.53,0.244,-8.526,-1.0
10392,24eVgX91o88cRCo9axaHm2Cn1D3oZJkP2cMi8hcwxceT,0.004,1.7,0.244,-1.696,-0.998
6189,3LRRekJtKYezbUpREWWnVSxBa7yi4aVcY76xw8SisHS5,12.561,12.9,0.244,-0.339,-0.026
5047,wfXXc7mHH88bpCUiQvsDL9Lev2YSkhVFpq8ri3yNNiG,0.818,1.0,0.244,-0.182,-0.182
7612,59V8fK1hAXhuwZ34un6vCuPSUTwodT5uHx4tNu5Sd1aS,0.009,-0.31,0.244,0.319,inf
9843,8MjXZ97SiDfEdzyx1TkPUXZQJwQzQZzbXoDUEB6nfayM,0.008,6.78,0.244,-6.772,-0.999
13953,8LyzBRmHPDWfn3b6bkYvZNCseW47VaRiHzBApC2MiWX1,0.006,5.44,0.243,-5.434,-0.999
10136,5kuc45AKWVD4rETNWjbArXsNrCWzBb27M2jBvCW3XrYB,0.005,0.22,0.242,-0.215,-0.977
6822,rFxFwdjcnE5qHsEQw69H6ikA8Nz13V7B2rj9dfU45qV,0.004,1.71,0.242,-1.706,-0.998
7260,4tKPZrWAXmrLxan1f1uLL1AnE2qsfHVn6bVtEhmG796z,170.513,138.0,0.242,32.513,0.236
10885,FGGvfZtE4h9hKgLeYmqPh3UiTwLhXFBvjqHEw382Fx4N,0.003,0.2,0.242,-0.197,-0.985
12899,Fbm3F2mNRCcqomeNW3EDwabZKQhAmXMaPx5pkcwWA5Qk,0.008,0.25,0.242,-0.242,-0.968
6376,DM9yyqS3jgXdVhdmQK9NHxcG885vitjBc8bNbGE3moW1,0.001,8.84,0.242,-8.839,-1.0
13649,6RQxXUef5XYzpqFWScbevcC6P8WgAvoLuTX6dnApeWyM,0.005,0.29,0.241,-0.285,-0.983
4927,EgtTrjmuXA6obyp2ijap8LrukB4k9GwFg4kQMydwwUt4,0.005,-8.68,0.241,8.685,inf
6322,aZ8VDkq3GkWzhEYBr3yqigtrcrMDHmZyMvTNScfCgbQ,0.002,2.69,0.241,-2.688,-0.999
2591,4tose5SfoWCg9u1zSg1DdhcPMziJTS9f4nbuAXVd8ikc,0.009,0.08,0.241,-0.071,-0.888
10575,EzTsNUyyuE6iSPHjv1gsBmYx6eyhq5Rz93n5KXNcrb3v,0.006,0.25,0.24,-0.244,-0.976
14114,2krg1HkwsubGrNqGxzGSmSEQoZUUk5JfC4yxqJcQn7XA,0.005,0.22,0.24,-0.215,-0.977
7870,7kGHo7sKtaVdDi5G9Tt561SCmHyHBULSDv6MXVDPyAuG,0.008,0.33,0.24,-0.322,-0.976
2358,FBMTjM75zUzVTykdbH3ekhwtgYsGY3E8VQWN5gg5ejna,0.0,0.24,0.24,-0.24,-1.0
3006,5JUuXUqWAqLptrM2wXqRWzCs9CFMmEWWz38BQ12qQEVM,0.004,0.26,0.24,-0.256,-0.985
9749,6FTpyyMAinMQb2zCAffxJ3x8oxgPLGqt2mniauxMsdwK,29.759,30.0,0.24,-0.241,-0.008
8808,3Qwt1KQKPYxnhcZyTTaN5btGvgPvjt1PHMQ9hrLQAbjW,0.0,0.24,0.24,-0.24,-1.0
11028,9Yj6uHey4gJpYinwh2ChTTDsHfqypQ18idakdZKTMbS8,0.0,0.24,0.24,-0.24,-1.0
10289,81K3fTimxXKd9dX4UHQABvmvinaMZrA5X5aCWscia57q,0.009,0.26,0.24,-0.251,-0.965
1370,64N2zTiQXcqM7qzcMyENSxc1LwrjBXzDh2zZ8b16TNdH,121.516,117.0,0.24,4.516,0.039
14016,9DMtGog19AzsY7MRXxDpo2pS2jf46Ck28MDuuJCmLNr3,0.01,0.25,0.24,-0.24,-0.96
